,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,panel_type_IPS,DisplayType,IsTouchscreen,Resolution_Width,Resolution_Height,CPU_brand,CPU_series_model_gen_type,CPU_speed_GHz,Memory_Capacity,Type,Total_Memory_Capacity_GB,GPU_Brand,GPU_Series,GPU_model_no,Ram_GB,Weight_kg
90,Asus,Gaming,15.6,Full HD 1920x1080,AMD FX 9830P 3GHz,8GB,1TB HDD,AMD Radeon RX 560,Windows 10,2.45kg,37242.72,0,Full HD,0,1920,1080,Amd,FX 9830P,3.0,1024GB,HDD,1024.0,AMD,Radeon RX,560,8.0,2.45
91,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,2GB,1TB HDD,Nvidia GeForce MX150,Windows 10,2.2kg,36709.92,0,Full HD,0,1920,1080,Intel,Core i7 8550U,1.8,1024GB,HDD,1024.0,Nvidia,GeForce,MX150,2.0,2.2
92,HP,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.49kg,63776.16,0,Full HD,0,1920,1080,Intel,Core i7 8550U,1.8,512GB,SSD,512.0,Intel,HD Graphics,U 620,16.0,1.49
93,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1060,Windows 10,2.65kg,63669.6,0,Full HD,0,1920,1080,Intel,Core i5 7300HQ,2.5,256GB,SSD,256.0,Nvidia,GeForce GTX,1060,8.0,2.65
94,Asus,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.25kg,55890.72,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.25
95,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.5kg,45128.16,1,Full HD,1,1920,1080,Intel,Core i5 8250U,1.6,256GB,SSD,256.0,Intel,HD Graphics,U 620,8.0,1.5
96,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,Linux,2.2kg,31962.672,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,1024GB,HDD,1024.0,AMD,Radeon,R5 M430,8.0,2.2
97,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,256GB SSD,AMD Radeon R5 M430,Linux,2.2kg,25840.8,0,Full HD,0,1920,1080,Intel,Core i3 6006U,2.0,256GB,SSD,256.0,AMD,Radeon,R5 M430,4.0,2.2
98,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,6GB,256GB SSD,Nvidia GeForce 920M,Windows 10,2kg,30742.56,0,Full HD,0,1920,1080,Intel,Core i3 7100U,2.4,256GB,SSD,256.0,Nvidia,GeForce,920M,6.0,2.0
99,HP,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.62kg,66546.72,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1050,12.0,2.62
100,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon 530,Windows 10,1.91kg,38308.32,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,AMD,Radeon,530,8.0,1.91
101,HP,Notebook,15.6,Full HD 1920x1080,AMD E-Series E2-9000e 1.5GHz,4GB,500GB HDD,AMD Radeon R2,Windows 10,2.1kg,18594.72,0,Full HD,0,1920,1080,Amd,E-Series E2-9000e,1.5,500GB,HDD,500.0,AMD,Radeon,R2,4.0,2.1
102,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,AMD Radeon 520,Linux,2.2kg,34472.16,0,Full HD,0,1920,1080,Intel,Core i5 8250U,1.6,1024GB,HDD,1024.0,AMD,Radeon,520,8.0,2.2
103,HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows 10,1.38kg,59620.32,1,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,Nvidia,GeForce,MX150,8.0,1.38
104,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10 S,1.252kg,71395.2,0,Not_given,1,2256,1504,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.252
105,HP,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.58kg,35111.52,1,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Nvidia,GeForce,940MX,6.0,1.58
106,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,1.85kg,22105.872,0,Full HD,0,1920,1080,Intel,Core i3 6006U,2.0,1024GB,HDD,1024.0,Intel,HD Graphics,520,4.0,1.85
107,Asus,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.3kg,63563.04,1,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,Nvidia,GeForce,940MX,8.0,1.3
108,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2kg,69210.72,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1050 Ti,16.0,2.2
109,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.58kg,78854.4,1,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.58
110,Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce MX150,Windows 10,1.5kg,67239.36,0,Full HD,0,1920,1080,Intel,Core i7 8550U,1.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce,MX150,16.0,1.5
111,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.23kg,73473.12,0,Quad HD+,1,3200,1800,Intel,Core i7 7560U,2.4,256GB,SSD,256.0,Intel,Iris Plus,640,8.0,1.23
112,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.37kg,74538.72,1,Full HD,1,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.37
113,HP,Notebook,14,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Intel UHD Graphics 620,Windows 10,1.63kg,38468.16,1,Not_given,0,1366,768,Intel,Core i5 8250U,1.6,500GB,HDD,500.0,Intel,HD Graphics,U 620,4.0,1.63
114,Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.21kg,86793.12,1,Full HD,0,1920,1080,Intel,Core i5 8250U,1.6,256GB,SSD,256.0,Intel,HD Graphics,U 620,8.0,1.21
116,HP,Notebook,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.63kg,57755.52,0,Full HD,0,1920,1080,Intel,Core i7 8550U,1.8,512GB,SSD,512.0,Intel,HD Graphics,U 620,8.0,1.63
117,Dell,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.16kg,60223.9824,1,Full HD,0,1920,1080,Intel,Core i7 8550U,1.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce,940MX,8.0,2.16
118,Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows 10,2kg,30049.92,0,Full HD,0,1920,1080,Intel,Core i3 6006U,2.0,1024GB,HDD,1024.0,Nvidia,GeForce,920MX,4.0,2.0
119,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.7kg,59567.04,0,Full HD,0,1920,1080,Intel,Core i7 8550U,1.8,256GB,SSD,256.0,Nvidia,GeForce,940MX,8.0,1.7
120,Acer,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.1kg,25521.12,1,Full HD,1,1920,1080,Intel,Core i3 7100U,2.4,1024GB,HDD,1024.0,Intel,HD Graphics,620,6.0,2.1
121,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1070,Windows 10,1.8kg,119427.12,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 2048GB,SSD+HDD,2304.0,Nvidia,GeForce GTX,1070,16.0,1.8
122,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 940MX,No OS,2.2kg,33513.12,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Nvidia,GeForce,940MX,8.0,2.2
123,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Nvidia GeForce 930MX ,Windows 10,2.5kg,67718.88,0,Full HD,0,1920,1080,Intel,Core i7 8550U,1.8,512GB,SSD,512.0,Nvidia,GeForce,930MX,16.0,2.5
124,Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,256GB SSD,AMD Radeon R5,Windows 10,2.1kg,24029.28,0,Not_given,0,1366,768,Amd,A9-Series 9420,3.0,256GB,SSD,256.0,AMD,Radeon,R5,4.0,2.1
126,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Intel UHD Graphics 620,Windows 10,1.63kg,43263.36,0,Full HD,0,1920,1080,Intel,Core i5 8250U,1.6,1024GB,HDD,1024.0,Intel,HD Graphics,U 620,8.0,1.63
127,Asus,Notebook,14,1366x768,AMD E-Series 6110 1.5GHz,4GB,64GB SSD,AMD Radeon R2,Windows 10 S,1.65kg,14811.3072,0,Not_given,0,1366,768,Amd,E-Series 6110,1.5,64GB,SSD,64.0,AMD,Radeon,R2,4.0,1.65
128,Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.8kg,74378.88,0,Full HD,0,1920,1080,Intel,Core i7 8550U,1.8,256GB + 2048GB,SSD+HDD,2304.0,AMD,Radeon,530,16.0,2.8
129,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,2.5kg,49443.84,0,Full HD,0,1920,1080,Intel,Core i5 8250U,1.6,256GB,SSD,256.0,Intel,HD Graphics,U 620,8.0,2.5
130,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36kg,34045.3872,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,1024GB,HDD,1024.0,AMD,Radeon,R7 M445,8.0,2.36
131,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M430,Windows 10,2.2kg,23922.72,0,Full HD,0,1920,1080,Intel,Core i3 6006U,2.0,1024GB,HDD,1024.0,AMD,Radeon,R5 M430,4.0,2.2
132,Acer,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6kg,47099.52,1,Full HD,0,1920,1080,Intel,Core i7 8550U,1.8,256GB,SSD,256.0,Intel,HD Graphics,U 620,8.0,1.6
133,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,256GB SSD,Nvidia GeForce MX130,Windows 10,7.2kg,30476.16,0,Full HD,0,1920,1080,Intel,Core i3 7130U,2.7,256GB,SSD,256.0,Nvidia,GeForce,MX130,4.0,7.2
134,HP,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.05kg,31861.44,0,Not_given,0,1366,768,Intel,Core i7 7500U,2.7,1024GB,HDD,1024.0,Intel,HD Graphics,620,8.0,2.05
135,HP,Notebook,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.63kg,52640.64,0,Full HD,0,1920,1080,Intel,Core i7 8550U,1.8,256GB,SSD,256.0,Intel,HD Graphics,U 620,8.0,1.63
136,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,No OS,1.9kg,13445.7408,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3350,1.1,1024GB,HDD,1024.0,Intel,HD Graphics,500,4.0,1.9
137,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3kg,49976.64,0,Full HD,0,1920,1080,Intel,Core i5 7300HQ,2.5,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1050,8.0,3.0
138,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920MX,No OS,2.2kg,26586.72,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,1024GB,HDD,1024.0,Nvidia,GeForce,920MX,4.0,2.2
139,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,37242.72,1,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,4.0,1.32
140,Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,1TB HDD,Nvidia GeForce MX130,Windows 10,3kg,34898.4,1,Full HD,0,1920,1080,Intel,Core i3 7130U,2.7,1024GB,HDD,1024.0,Nvidia,GeForce,MX130,4.0,3.0
141,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMD Radeon RX 550,Windows 10,1.75kg,59461.5456,1,Full HD,0,1920,1080,Intel,Core i5 8250U,1.6,256GB,SSD,256.0,AMD,Radeon RX,550,8.0,1.75
142,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050M,No OS,2.4kg,46300.32,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB,SSD,256.0,Nvidia,GeForce GTX,1050M,8.0,2.4
143,Toshiba,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,32074.56,0,Not_given,0,1366,768,Intel,Core i5 6200U,2.3,500GB,HDD,500.0,Intel,HD Graphics,520,4.0,2.1
144,HP,Notebook,15.6,1366x768,AMD A6-Series 9220 2.5GHz,4GB,256GB SSD,AMD Radeon R4 Graphics,Windows 10,1.86kg,19660.32,0,Not_given,0,1366,768,Amd,A6-Series 9220,2.5,256GB,SSD,256.0,AMD,Radeon,R4 Graphics,4.0,1.86
145,Asus,Ultrabook,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.25kg,58554.72,0,Full HD,0,1920,1080,Intel,Core i7 8550U,1.8,256GB,SSD,256.0,Intel,HD Graphics,U 620,8.0,1.25
146,HP,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,Intel HD Graphics 515,Windows 10,0.97kg,107305.92,1,4K Ultra HD,1,3840,2160,Intel,Core M 6Y75,1.2,512GB,SSD,512.0,Intel,HD Graphics,515,8.0,0.97
147,Asus,Notebook,15.6,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Windows 10,2kg,18328.32,0,Full HD,0,1920,1080,Intel,Celeron Dual Core N3350,1.1,1024GB,HDD,1024.0,Intel,HD Graphics,500,4.0,2.0
149,Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.1kg,23816.16,0,Not_given,0,1366,768,Intel,Core i3 6006U,2.0,1024GB,HDD,1024.0,Intel,HD Graphics,520,4.0,2.1
150,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.56kg,66560.5728,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,512GB,SSD,512.0,Nvidia,GeForce GTX,1050,16.0,2.56
151,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1.0TB Hybrid,Nvidia GeForce GTX 1050,Windows 10,2.62kg,47898.72,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,1024GB,Hybrid,1024.0,Nvidia,GeForce GTX,1050,8.0,2.62
152,Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,26533.44,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,128GB,SSD,128.0,Intel,HD Graphics,620,4.0,1.9
153,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.8kg,100699.2,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1060,16.0,2.8
154,HP,Ultrabook,14,Full HD 1920x1080,Intel Core i5 7500U 2.7GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.48kg,57648.96,0,Full HD,0,1920,1080,Intel,Core i5 7500U,2.7,256GB,SSD,256.0,Intel,HD Graphics,620,4.0,1.48
155,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,6GB,256GB SSD,AMD Radeon 520,Windows 10,1.91kg,32980.32,0,Full HD,0,1920,1080,Intel,Core i5 8250U,1.6,256GB,SSD,256.0,AMD,Radeon,520,6.0,1.91
156,Lenovo,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.74kg,33513.12,1,Full HD,1,1920,1080,Intel,Core i3 7100U,2.4,256GB,SSD,256.0,Intel,HD Graphics,620,4.0,1.74
157,Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,70063.2,0,Full HD,1,1920,1080,Intel,Core i5 8250U,1.6,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.1
158,Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.56kg,55890.72,0,Full HD,1,1920,1080,Intel,Core i7 8550U,1.8,256GB,SSD,256.0,Intel,HD Graphics,U 620,8.0,1.56
159,Toshiba,Notebook,15.6,1366x768,Intel Core i3 6006U 2.2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,23816.16,0,Not_given,0,1366,768,Intel,Core i3 6006U,2.2,500GB,HDD,500.0,Intel,HD Graphics,520,4.0,2.1
160,Asus,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,1TB HDD,AMD Radeon R5 M420,Windows 10,2.03kg,21471.84,0,Not_given,0,1366,768,Amd,A9-Series 9420,3.0,1024GB,HDD,1024.0,AMD,Radeon,R5 M420,4.0,2.03
161,Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,Nvidia GeForce MX150,Windows 10,3kg,42890.4,1,Full HD,0,1920,1080,Intel,Core i5 8250U,1.6,256GB,SSD,256.0,Nvidia,GeForce,MX150,4.0,3.0
162,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMD Radeon 520,Windows 10,2.13kg,38787.84,0,Full HD,0,1920,1080,Intel,Core i5 8250U,1.6,256GB,SSD,256.0,AMD,Radeon,520,8.0,2.13
163,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,57489.12,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB,SSD,256.0,Nvidia,GeForce GTX,1050 Ti,16.0,2.5
164,Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Windows 10,2.1kg,18541.44,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3350,1.1,1024GB,HDD,1024.0,Intel,HD Graphics,500,4.0,2.1
165,MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.4kg,95850.72,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1060,16.0,2.4
166,Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Windows 10,2.1kg,19367.8128,0,Not_given,0,1366,768,Intel,Pentium Quad Core N4200,1.1,1024GB,HDD,1024.0,Intel,HD Graphics,505,4.0,2.1
167,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.56kg,56502.9072,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1050,8.0,2.56
168,Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows 10,3kg,45501.12,1,Full HD,0,1920,1080,Intel,Core i5 8250U,1.6,256GB,SSD,256.0,Nvidia,GeForce,MX150,8.0,3.0
169,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Intel UHD Graphics 620,Windows 10,1.49kg,40173.12,1,Full HD,0,1920,1080,Intel,Core i5 8250U,1.6,500GB,HDD,500.0,Intel,HD Graphics,U 620,4.0,1.49
170,Huawei,Ultrabook,13,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,71874.72,1,Full HD,0,2160,1440,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.05
171,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,2TB HDD,AMD Radeon 520,Windows 10,2.71kg,37242.72,1,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,2048GB,HDD,2048.0,AMD,Radeon,520,6.0,2.71
172,Lenovo,Notebook,15.6,1366x768,AMD A6-Series 9220 2.9GHz,4GB,500GB HDD,AMD Radeon R4 Graphics,No OS,2.2kg,16463.52,0,Not_given,0,1366,768,Amd,A6-Series 9220,2.9,500GB,HDD,500.0,AMD,Radeon,R4 Graphics,4.0,2.2
173,Toshiba,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,5.4kg,26053.92,0,Not_given,0,1366,768,Intel,Core i3 7100U,2.4,500GB,HDD,500.0,Intel,HD Graphics,620,4.0,5.4
174,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.5kg,49177.44,0,Full HD,0,1920,1080,Intel,Core i5 8250U,1.6,256GB,SSD,256.0,Nvidia,GeForce,930MX,8.0,2.5
175,Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.3kg,24455.52,0,Not_given,0,1366,768,Intel,Core i3 7100U,2.4,1024GB,HDD,1024.0,Intel,HD Graphics,620,8.0,2.3
176,Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.1kg,23922.72,0,Not_given,0,1366,768,Intel,Core i3 6006U,2.0,128GB,SSD,128.0,Intel,HD Graphics,520,4.0,2.1
177,MSI,Gaming,18.4,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,32GB,512GB SSD +  1TB HDD,Nvidia GTX 980 SLI,Windows 10,4.4kg,149130.72,0,Full HD,0,1920,1080,Intel,Core i7 6920HQ,2.9,512GB + 1024GB,SSD+HDD,1536.0,Nvidia,GTX,980 SLI,32.0,4.4
178,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD +  1TB HDD,AMD R17M-M1-70,Windows 10,1.90kg,43316.64,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,128GB + 1024GB,SSD+HDD,1152.0,AMD,Radeon,R17M-M1-70,8.0,1.9
179,HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.29kg,79866.72,1,4K Ultra HD,1,3840,2160,Intel,Core i5 8250U,1.6,256GB,SSD,256.0,Intel,HD Graphics,U 620,8.0,1.29
